type,price,formation_time,breakout_time,retest_time,is_spike,is_swing,entry_price,fta,stop_loss,breakout_open,breakout_high,breakout_low,breakout_close,retest_open,retest_high,retest_low,retest_close,is_gap_breakout,is_gap_retest,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,direction
LLPB,7517.0,2026-06-05 16:00:00,2026-06-05 18:00:00,2026-06-08 11:00:00,False,True,7517.0,7503.75,7540.5,7539.5,7540.5,7477.25,7484.25,7496.25,7525.75,7490.75,7515.0,False,False,65.0,67.0,2.9852507374631267,0.8735177865612648,33,33,0,-1
LLPB,7515.25,2026-05-21 19:00:00,2026-06-05 18:00:00,2026-06-08 11:00:00,False,False,7515.25,7503.75,7540.5,7539.5,7540.5,7477.25,7484.25,7496.25,7525.75,7490.75,7515.0,False,False,65.0,424.0,2.9852507374631267,0.8735177865612648,38,38,0,-1
LLPB,7506.0,2026-05-21 18:00:00,2026-06-05 18:00:00,2026-06-08 11:00:00,False,False,7506.0,7503.75,7540.5,7539.5,7540.5,7477.25,7484.25,7496.25,7525.75,7490.75,7515.0,False,False,65.0,425.0,2.9852507374631267,0.8735177865612648,50,50,0,-1
LLPB,7490.75,2026-06-08 11:00:00,2026-06-08 19:00:00,2026-06-09 01:00:00,False,False,7490.75,7487.25,7502.25,7500.0,7502.25,7471.75,7484.0,7463.5,7496.0,7461.25,7487.75,False,False,6.0,14.0,1.19140625,0.5245901639344263,59,59,0,-1
LLPB,7491.0,2026-06-08 17:00:00,2026-06-08 19:00:00,2026-06-09 01:00:00,False,True,7491.0,7487.25,7502.25,7500.0,7502.25,7471.75,7484.0,7463.5,7496.0,7461.25,7487.75,False,False,6.0,8.0,1.19140625,0.5245901639344263,60,60,0,-1
LLPB,7498.0,2026-06-08 18:00:00,2026-06-08 19:00:00,2026-06-09 03:00:00,True,False,7498.0,7496.0,7502.25,7500.0,7502.25,7471.75,7484.0,7491.25,7501.0,7489.25,7498.25,False,False,8.0,9.0,1.19140625,0.5245901639344263,57,57,0,-1
LLPB,7546.0,2026-05-22 12:00:00,2026-06-05 16:00:00,2026-06-09 13:00:00,False,False,7546.0,7545.75,7558.5,7558.0,7558.5,7517.0,7537.75,7524.25,7559.0,7517.0,7533.5,False,False,93.0,433.0,2.2912353347135954,0.4879518072289157,27,27,0,-1
LLPB,7546.75,2026-05-22 14:00:00,2026-06-05 16:00:00,2026-06-09 13:00:00,False,True,7546.75,7545.75,7558.5,7558.0,7558.5,7517.0,7537.75,7524.25,7559.0,7517.0,7533.5,False,False,93.0,431.0,2.2912353347135954,0.4879518072289157,29,29,0,-1
LLPB,7550.25,2026-05-22 20:00:00,2026-06-05 16:00:00,2026-06-09 13:00:00,False,True,7550.25,7545.75,7558.5,7558.0,7558.5,7517.0,7537.75,7524.25,7559.0,7517.0,7533.5,False,False,93.0,425.0,2.2912353347135954,0.4879518072289157,32,32,0,-1
LLPB,7554.25,2026-06-05 15:00:00,2026-06-05 16:00:00,2026-06-09 13:00:00,False,False,7554.25,7545.75,7558.5,7558.0,7558.5,7517.0,7537.75,7524.25,7559.0,7517.0,7533.5,False,False,93.0,94.0,2.2912353347135954,0.4879518072289157,28,28,0,-1
LHPB,7493.25,2026-06-09 02:00:00,2026-06-09 03:00:00,2026-06-09 14:00:00,False,False,7493.25,7496.0,7489.25,7491.25,7501.0,7489.25,7498.25,7533.25,7540.25,7435.5,7467.0,False,False,11.0,12.0,0.4759493670886076,0.5957446808510638,60,60,0,1
LHPB,7479.75,2026-06-09 00:00:00,2026-06-09 01:00:00,2026-06-09 14:00:00,False,False,7479.75,7483.5,7461.25,7463.5,7496.0,7461.25,7487.75,7533.25,7540.25,7435.5,7467.0,False,False,13.0,14.0,1.3501699854298204,0.697841726618705,78,78,0,1
LHPB,7388.0,2026-05-05 22:00:00,2026-05-06 08:00:00,2026-06-09 15:00:00,False,True,7388.0,7391.0,7373.5,7379.0,7411.25,7373.5,7403.25,7467.0,7473.75,7379.0,7380.25,False,False,823.0,833.0,2.9695181907571286,0.6423841059602649,0,0,0,1
LHPB,7387.25,2026-05-05 23:00:00,2026-05-06 08:00:00,2026-06-09 15:00:00,False,False,7387.25,7391.0,7373.5,7379.0,7411.25,7373.5,7403.25,7467.0,7473.75,7379.0,7380.25,False,False,823.0,832.0,2.9695181907571286,0.6423841059602649,1,1,0,1
LHPB,7384.0,2026-05-06 00:00:00,2026-05-06 08:00:00,2026-06-09 15:00:00,False,False,7384.0,7391.0,7373.5,7379.0,7411.25,7373.5,7403.25,7467.0,7473.75,7379.0,7380.25,False,False,823.0,831.0,2.9695181907571286,0.6423841059602649,2,2,0,1
LHPB,7382.75,2026-05-06 06:00:00,2026-05-06 08:00:00,2026-06-09 15:00:00,False,True,7382.75,7391.0,7373.5,7379.0,7411.25,7373.5,7403.25,7467.0,7473.75,7379.0,7380.25,False,False,823.0,825.0,2.9695181907571286,0.6423841059602649,3,3,0,1
LHPB,7379.75,2026-05-06 07:00:00,2026-05-06 08:00:00,2026-06-09 15:00:00,True,False,7379.75,7391.0,7373.5,7379.0,7411.25,7373.5,7403.25,7467.0,7473.75,7379.0,7380.25,False,False,823.0,824.0,2.9695181907571286,0.6423841059602649,6,6,0,1
LHPB,7327.25,2026-05-05 11:00:00,2026-05-05 12:00:00,2026-06-09 16:00:00,True,False,7327.25,7329.5,7324.25,7326.25,7337.0,7324.25,7329.75,7380.25,7395.25,7315.25,7355.5,False,False,844.0,845.0,1.1171960569550932,0.27450980392156865,24,24,0,1
LHPB,7345.25,2026-05-05 13:00:00,2026-05-05 14:00:00,2026-06-09 16:00:00,False,False,7345.25,7346.5,7334.75,7343.0,7354.25,7334.75,7348.75,7380.25,7395.25,7315.25,7355.5,False,False,842.0,843.0,1.8331374853113984,0.2948717948717949,8,8,0,1
LHPB,7395.25,2026-06-09 16:00:00,2026-06-09 17:00:00,2026-06-10 09:00:00,False,False,7395.25,7400.5,7353.25,7355.25,7429.5,7353.25,7415.5,7404.5,7410.75,7387.0,7405.5,False,False,16.0,17.0,2.3735408560311284,0.7901639344262295,5,5,0,1
LLPB,7429.75,2026-06-10 07:00:00,2026-06-10 08:00:00,2026-06-10 12:00:00,False,False,7429.75,7414.75,7435.75,7435.5,7435.75,7400.5,7404.25,7390.25,7435.0,7386.75,7418.25,False,False,4.0,5.0,0.9687392648574372,0.8865248226950354,27,27,0,-1
LLPB,7421.75,2026-06-10 05:00:00,2026-06-10 08:00:00,2026-06-10 12:00:00,False,True,7421.75,7414.75,7435.75,7435.5,7435.75,7400.5,7404.25,7390.25,7435.0,7386.75,7418.25,False,False,4.0,7.0,0.9687392648574372,0.8865248226950354,15,15,0,-1
LLPB,7415.25,2026-06-09 19:00:00,2026-06-10 08:00:00,2026-06-10 12:00:00,False,False,7415.25,7414.75,7435.75,7435.5,7435.75,7400.5,7404.25,7390.25,7435.0,7386.75,7418.25,False,False,4.0,17.0,0.9687392648574372,0.8865248226950354,12,12,0,-1
LHPB,7312.25,2026-05-05 05:00:00,2026-05-05 06:00:00,2026-06-10 22:00:00,False,False,7312.25,7313.75,7303.75,7311.75,7316.25,7303.75,7315.5,7327.25,7334.75,7311.0,7312.0,False,False,880.0,881.0,0.7457121551081283,0.3,9,9,0,1
LLPB,7343.25,2026-06-10 19:00:00,2026-06-10 20:00:00,2026-06-11 00:00:00,False,False,7343.25,7334.75,7347.25,7344.0,7347.25,7324.0,7335.0,7318.0,7351.0,7313.75,7345.0,False,False,4.0,5.0,0.7689127738735014,0.3870967741935484,12,12,0,-1
LLPB,7353.25,2026-06-09 17:00:00,2026-06-10 19:00:00,2026-06-11 01:00:00,False,False,7353.25,7351.0,7370.25,7363.0,7370.25,7343.25,7344.0,7345.25,7374.0,7345.0,7355.5,False,False,6.0,32.0,0.8845208845208845,0.7037037037037037,11,11,0,-1
LLPB,7358.5,2026-06-10 18:00:00,2026-06-10 19:00:00,2026-06-11 01:00:00,False,False,7358.5,7351.0,7370.25,7363.0,7370.25,7343.25,7344.0,7345.25,7374.0,7345.0,7355.5,False,False,6.0,7.0,0.8845208845208845,0.7037037037037037,9,9,0,-1
LHPB,7385.5,2026-06-11 04:00:00,2026-06-11 07:00:00,2026-06-11 11:00:00,False,True,7385.5,7394.5,7380.25,7383.5,7399.25,7380.25,7395.25,7396.75,7402.0,7385.5,7400.25,False,False,4.0,7.0,0.5673758865248227,0.618421052631579,11,11,1,1
LHPB,7384.0,2026-06-11 06:00:00,2026-06-11 07:00:00,2026-06-11 12:00:00,False,False,7384.0,7385.5,7380.25,7383.5,7399.25,7380.25,7395.25,7400.0,7402.0,7356.25,7384.5,False,False,5.0,6.0,0.5673758865248227,0.618421052631579,13,13,0,1
LHPB,7334.75,2026-06-10 22:00:00,2026-06-11 00:00:00,2026-06-11 15:00:00,False,False,7334.75,7338.25,7313.75,7318.0,7351.0,7313.75,7345.0,7343.5,7382.25,7331.0,7368.25,False,False,15.0,17.0,1.128787878787879,0.7248322147651006,23,23,0,1
LHPB,7331.25,2026-06-10 23:00:00,2026-06-11 00:00:00,2026-06-11 15:00:00,False,False,7331.25,7338.25,7313.75,7318.0,7351.0,7313.75,7345.0,7343.5,7382.25,7331.0,7368.25,False,False,15.0,16.0,1.128787878787879,0.7248322147651006,26,26,0,1
LLPB,7483.5,2026-06-09 02:00:00,2026-06-09 14:00:00,2026-06-11 19:00:00,False,False,7483.5,7473.75,7540.25,7533.25,7540.25,7435.5,7467.0,7445.75,7488.0,7441.0,7462.25,False,False,53.0,65.0,4.650388457269701,0.6324582338902148,78,78,0,-1
LLPB,7489.25,2026-06-09 03:00:00,2026-06-09 14:00:00,2026-06-12 00:00:00,False,False,7489.25,7488.0,7540.25,7533.25,7540.25,7435.5,7467.0,7483.0,7489.25,7474.5,7480.75,False,False,58.0,69.0,4.650388457269701,0.6324582338902148,63,63,0,-1
LHPB,7454.5,2026-06-11 17:00:00,2026-06-11 19:00:00,2026-06-12 06:00:00,False,True,7454.5,7455.5,7441.0,7445.75,7488.0,7441.0,7462.25,7461.25,7471.75,7452.5,7456.0,False,False,11.0,13.0,1.379310344827586,0.35106382978723405,61,61,1,1
LHPB,7451.25,2026-06-11 18:00:00,2026-06-11 19:00:00,2026-06-12 07:00:00,True,False,7451.25,7452.5,7441.0,7445.75,7488.0,7441.0,7462.25,7456.0,7476.5,7442.75,7468.75,False,False,12.0,13.0,1.379310344827586,0.35106382978723405,55,55,0,1
LLPB,7496.0,2026-06-09 08:00:00,2026-06-09 14:00:00,2026-06-12 08:00:00,False,True,7496.0,7489.25,7540.25,7533.25,7540.25,7435.5,7467.0,7469.0,7496.25,7467.25,7483.0,False,False,66.0,72.0,4.650388457269701,0.6324582338902148,63,63,0,-1
LLPB,7502.5,2026-06-09 10:00:00,2026-06-09 14:00:00,2026-06-12 09:00:00,False,True,7502.5,7496.25,7540.25,7533.25,7540.25,7435.5,7467.0,7483.0,7519.25,7483.0,7507.25,False,False,67.0,71.0,4.650388457269701,0.6324582338902148,64,64,0,-1
LLPB,7509.5,2026-06-09 12:00:00,2026-06-09 14:00:00,2026-06-12 09:00:00,False,True,7509.5,7496.25,7540.25,7533.25,7540.25,7435.5,7467.0,7483.0,7519.25,7483.0,7507.25,False,False,67.0,69.0,4.650388457269701,0.6324582338902148,59,59,0,-1
LLPB,7517.0,2026-06-09 13:00:00,2026-06-09 14:00:00,2026-06-12 09:00:00,True,False,7517.0,7496.25,7540.25,7533.25,7540.25,7435.5,7467.0,7483.0,7519.25,7483.0,7507.25,False,False,67.0,68.0,4.650388457269701,0.6324582338902148,46,46,0,-1
LHPB,7480.75,2026-06-12 05:00:00,2026-06-12 08:00:00,2026-06-12 12:00:00,False,True,7480.75,7483.0,7467.25,7469.0,7496.25,7467.25,7483.0,7511.0,7512.5,7470.0,7472.5,False,False,4.0,7.0,0.85451197053407,0.4827586206896552,87,87,0,1
LHPB,7476.5,2026-06-12 07:00:00,2026-06-12 08:00:00,2026-06-12 12:00:00,False,False,7476.5,7483.0,7467.25,7469.0,7496.25,7467.25,7483.0,7511.0,7512.5,7470.0,7472.5,False,False,4.0,5.0,0.85451197053407,0.4827586206896552,90,90,0,1
LLPB,7573.75,2026-06-05 14:00:00,2026-06-05 15:00:00,2026-06-15 00:00:00,False,False,7573.75,7572.5,7594.25,7591.0,7594.25,7554.25,7558.25,7564.5,7582.0,7562.0,7575.25,False,False,225.0,226.0,2.3952095808383236,0.81875,13,13,0,-1
LLPB,7604.75,2026-06-04 12:00:00,2026-06-05 13:00:00,2026-06-15 11:00:00,False,False,7604.75,7601.5,7621.0,7617.75,7621.0,7578.5,7579.25,7595.75,7605.75,7595.0,7599.75,False,False,238.0,263.0,3.006189213085765,0.9058823529411765,50,50,1,-1
LLPB,7622.5,2026-06-05 08:00:00,2026-06-05 12:00:00,2026-06-15 13:00:00,False,False,7622.5,7621.0,7636.25,7631.25,7636.25,7612.5,7617.75,7598.5,7625.75,7595.75,7618.0,False,False,241.0,245.0,1.8393030009680542,0.5684210526315789,25,25,1,-1
LLPB,7609.75,2026-06-04 13:00:00,2026-06-05 13:00:00,2026-06-15 13:00:00,False,False,7609.75,7605.75,7621.0,7617.75,7621.0,7578.5,7579.25,7598.5,7625.75,7595.75,7618.0,False,False,240.0,264.0,3.006189213085765,0.9058823529411765,56,56,0,-1
LLPB,7612.5,2026-06-05 12:00:00,2026-06-05 13:00:00,2026-06-15 13:00:00,False,False,7612.5,7605.75,7621.0,7617.75,7621.0,7578.5,7579.25,7598.5,7625.75,7595.75,7618.0,False,False,240.0,241.0,3.006189213085765,0.9058823529411765,49,49,0,-1
LLPB,7627.5,2026-06-05 11:00:00,2026-06-05 12:00:00,2026-06-15 14:00:00,False,False,7627.5,7625.75,7636.25,7631.25,7636.25,7612.5,7617.75,7618.0,7629.0,7608.75,7627.25,False,False,242.0,243.0,1.8393030009680542,0.5684210526315789,34,34,0,-1
LHPB,7625.75,2026-06-15 13:00:00,2026-06-15 14:00:00,2026-06-15 19:00:00,False,False,7625.75,7627.0,7608.75,7618.0,7629.0,7608.75,7627.25,7635.25,7637.75,7619.5,7632.5,False,False,5.0,6.0,1.478102189781022,0.4567901234567901,34,34,0,1
LHPB,7629.0,2026-06-15 14:00:00,2026-06-15 15:00:00,2026-06-15 19:00:00,False,False,7629.0,7629.25,7627.0,7627.25,7648.5,7627.0,7646.75,7635.25,7637.75,7619.5,7632.5,False,False,4.0,5.0,1.5579710144927534,0.9069767441860465,35,35,0,1
LLPB,7627.0,2026-06-15 20:00:00,2026-06-15 22:00:00,2026-06-16 03:00:00,False,False,7627.0,7625.0,7630.25,7626.5,7630.25,7612.0,7617.5,7617.75,7627.5,7617.0,7623.0,False,False,5.0,7.0,1.4285714285714286,0.4931506849315068,39,39,0,-1
LHPB,7605.75,2026-06-15 11:00:00,2026-06-15 13:00:00,2026-06-16 14:00:00,False,True,7605.75,7608.75,7595.75,7598.5,7625.75,7595.75,7618.0,7622.75,7634.0,7604.0,7611.0,False,False,25.0,27.0,2.185792349726776,0.65,53,53,1,1
LHPB,7603.0,2026-06-15 12:00:00,2026-06-15 13:00:00,2026-06-16 15:00:00,False,False,7603.0,7604.0,7595.75,7598.5,7625.75,7595.75,7618.0,7611.0,7619.25,7599.0,7610.0,False,False,26.0,27.0,2.185792349726776,0.65,48,48,0,1
LHPB,7582.5,2026-06-15 01:00:00,2026-06-15 02:00:00,2026-06-16 20:00:00,False,False,7582.5,7583.0,7579.75,7580.0,7588.0,7579.75,7587.0,7588.0,7589.0,7578.0,7583.0,False,False,42.0,43.0,0.2827763496143959,0.8484848484848485,17,17,0,1
LLPB,7598.75,2026-06-16 17:00:00,2026-06-16 19:00:00,2026-06-17 00:00:00,False,True,7598.75,7597.5,7603.0,7602.0,7603.0,7583.0,7588.0,7592.0,7600.5,7592.0,7597.0,False,False,5.0,7.0,1.675392670157068,0.7,47,47,0,-1
LLPB,7600.5,2026-06-16 18:00:00,2026-06-16 19:00:00,2026-06-17 00:00:00,False,False,7600.5,7597.5,7603.0,7602.0,7603.0,7583.0,7588.0,7592.0,7600.5,7592.0,7597.0,False,False,5.0,6.0,1.675392670157068,0.7,53,53,0,-1
LHPB,7589.0,2026-06-16 20:00:00,2026-06-16 22:00:00,2026-06-17 10:00:00,False,False,7589.0,7589.25,7581.25,7581.25,7597.5,7581.25,7596.5,7592.25,7598.25,7585.25,7591.0,False,False,12.0,14.0,1.3078470824949697,0.9384615384615385,35,35,0,1
LHPB,7572.5,2026-06-14 22:00:00,2026-06-15 00:00:00,2026-06-17 14:00:00,False,True,7572.5,7573.5,7562.0,7564.5,7582.0,7562.0,7575.25,7581.25,7604.25,7560.5,7572.5,False,False,62.0,64.0,0.6636250518457072,0.5375,14,14,0,1
LHPB,7566.5,2026-06-14 23:00:00,2026-06-15 00:00:00,2026-06-17 14:00:00,True,False,7566.5,7573.5,7562.0,7564.5,7582.0,7562.0,7575.25,7581.25,7604.25,7560.5,7572.5,False,False,62.0,63.0,0.6636250518457072,0.5375,14,14,0,1
LLPB,7603.25,2026-06-17 07:00:00,2026-06-17 08:00:00,2026-06-17 14:00:00,False,False,7603.25,7602.75,7608.25,7605.75,7608.25,7591.75,7599.75,7581.25,7604.25,7560.5,7572.5,False,False,6.0,7.0,1.346938775510204,0.36363636363636365,61,61,0,-1
LHPB,7540.25,2026-06-09 14:00:00,2026-06-14 22:00:00,2026-06-17 18:00:00,False,False,7540.25,7552.75,7548.0,7548.0,7572.5,7548.0,7562.75,7588.25,7590.75,7514.5,7540.75,True,False,68.0,196.0,0.8280523869877482,0.6020408163265306,27,27,0,1
LHPB,7529.75,2026-06-12 15:00:00,2026-06-14 22:00:00,2026-06-17 18:00:00,False,True,7529.75,7552.75,7548.0,7548.0,7572.5,7548.0,7562.75,7588.25,7590.75,7514.5,7540.75,True,False,68.0,123.0,0.8280523869877482,0.6020408163265306,23,23,0,1
LHPB,7515.0,2026-06-12 17:00:00,2026-06-14 22:00:00,2026-06-17 18:00:00,False,True,7515.0,7552.75,7548.0,7548.0,7572.5,7548.0,7562.75,7588.25,7590.75,7514.5,7540.75,True,False,68.0,121.0,0.8280523869877482,0.6020408163265306,59,59,1,1
LHPB,7512.75,2026-06-12 20:00:00,2026-06-14 22:00:00,2026-06-17 19:00:00,False,False,7512.75,7514.5,7548.0,7548.0,7572.5,7548.0,7562.75,7540.5,7552.0,7472.25,7492.25,True,False,69.0,119.0,0.8280523869877482,0.6020408163265306,64,64,0,1
LLPB,7552.75,2026-06-14 23:00:00,2026-06-17 18:00:00,2026-06-18 00:00:00,False,False,7552.75,7552.0,7590.75,7588.25,7590.75,7514.5,7540.75,7541.5,7560.5,7539.75,7550.75,False,False,6.0,73.0,4.645849200304646,0.6229508196721312,35,35,0,-1
LLPB,7560.5,2026-06-17 14:00:00,2026-06-17 18:00:00,2026-06-18 00:00:00,False,True,7560.5,7552.0,7590.75,7588.25,7590.75,7514.5,7540.75,7541.5,7560.5,7539.75,7550.75,False,False,6.0,10.0,4.645849200304646,0.6229508196721312,20,20,0,-1
LHPB,7541.25,2026-06-17 23:00:00,2026-06-18 00:00:00,2026-06-18 04:00:00,False,False,7541.25,7550.0,7539.75,7541.5,7560.5,7539.75,7550.75,7555.5,7556.75,7539.25,7544.75,False,False,4.0,5.0,0.9095890410958904,0.4457831325301205,29,29,0,1
LLPB,7568.0,2026-06-17 15:00:00,2026-06-17 18:00:00,2026-06-18 08:00:00,False,False,7568.0,7561.25,7590.75,7588.25,7590.75,7514.5,7540.75,7559.5,7568.25,7547.0,7547.75,False,False,14.0,17.0,4.645849200304646,0.6229508196721312,16,16,1,-1
LLPB,7568.5,2026-06-17 17:00:00,2026-06-17 18:00:00,2026-06-18 13:00:00,False,False,7568.5,7568.25,7590.75,7588.25,7590.75,7514.5,7540.75,7560.5,7581.5,7535.5,7544.0,False,False,19.0,20.0,4.645849200304646,0.6229508196721312,18,18,0,-1
LHPB,7527.75,2026-06-17 22:00:00,2026-06-17 23:00:00,2026-06-19 04:00:00,False,False,7527.75,7530.75,7524.25,7525.75,7541.25,7524.25,7541.25,7538.5,7539.5,7521.5,7525.25,False,False,29.0,30.0,0.7674943566591422,0.9117647058823529,28,28,0,1
LLPB,7556.0,2026-06-19 00:00:00,2026-06-19 01:00:00,2026-06-19 07:00:00,False,False,7556.0,7549.25,7560.75,7558.25,7560.75,7547.25,7547.75,7541.25,7556.5,7541.0,7554.25,False,False,6.0,7.0,0.7003891050583658,0.7777777777777778,46,46,0,-1
LHPB,7539.5,2026-06-19 04:00:00,2026-06-19 06:00:00,2026-06-19 10:00:00,False,False,7539.5,7541.0,7530.25,7531.5,7543.0,7530.25,7541.25,7555.25,7555.75,7537.75,7543.75,False,False,4.0,6.0,0.6804536357571714,0.7647058823529411,36,36,0,1
LHPB,7546.0,2026-06-19 11:00:00,2026-06-19 12:00:00,2026-06-21 22:00:00,True,False,7546.0,7553.5,7533.25,7544.25,7562.25,7533.25,7558.75,7543.25,7550.0,7526.0,7538.25,False,False,58.0,59.0,1.9463087248322146,0.5,49,49,0,1
LHPB,7531.75,2026-06-19 05:00:00,2026-06-19 06:00:00,2026-06-21 22:00:00,False,False,7531.75,7533.25,7530.25,7531.5,7543.0,7530.25,7541.25,7543.25,7550.0,7526.0,7538.25,False,False,64.0,65.0,0.6804536357571714,0.7647058823529411,28,28,0,1
LHPB,7515.25,2026-06-17 20:00:00,2026-06-17 22:00:00,2026-06-21 23:00:00,False,False,7515.25,7520.5,7504.25,7512.5,7527.75,7504.25,7525.5,7537.75,7538.0,7513.0,7516.0,False,False,97.0,99.0,1.091753774680604,0.5531914893617021,61,61,0,1
LLPB,7558.5,2026-06-19 15:00:00,2026-06-19 16:00:00,2026-06-22 06:00:00,False,False,7558.5,7557.25,7567.0,7563.75,7567.0,7554.0,7556.25,7546.5,7562.75,7546.0,7561.75,False,False,62.0,63.0,0.9674418604651163,0.5769230769230769,48,48,0,-1
LLPB,7548.75,2026-06-22 01:00:00,2026-06-22 02:00:00,2026-06-22 06:00:00,True,False,7548.75,7547.5,7550.75,7549.75,7550.75,7537.25,7538.5,7546.5,7562.75,7546.0,7561.75,False,False,4.0,5.0,0.8918249380677127,0.8333333333333334,54,54,0,-1
LHPB,7542.25,2026-06-22 03:00:00,2026-06-22 05:00:00,2026-06-22 14:00:00,False,False,7542.25,7546.0,7534.0,7534.75,7547.5,7534.0,7546.25,7596.25,7599.25,7527.25,7543.0,False,False,9.0,11.0,0.9144792548687554,0.8518518518518519,48,48,0,1
LHPB,7536.5,2026-06-22 04:00:00,2026-06-22 05:00:00,2026-06-22 14:00:00,False,False,7536.5,7546.0,7534.0,7534.75,7547.5,7534.0,7546.25,7596.25,7599.25,7527.25,7543.0,False,False,9.0,10.0,0.9144792548687554,0.8518518518518519,44,44,0,1
LHPB,7550.75,2026-06-22 02:00:00,2026-06-22 06:00:00,2026-06-22 14:00:00,False,False,7550.75,7552.5,7546.0,7546.5,7562.75,7546.0,7561.75,7596.25,7599.25,7527.25,7543.0,False,False,8.0,12.0,1.113881961762261,0.9104477611940298,64,64,0,1
LHPB,7547.5,2026-06-22 05:00:00,2026-06-22 06:00:00,2026-06-22 14:00:00,False,False,7547.5,7552.5,7546.0,7546.5,7562.75,7546.0,7561.75,7596.25,7599.25,7527.25,7543.0,False,False,8.0,9.0,1.113881961762261,0.9104477611940298,55,55,0,1
LLPB,7466.25,2026-06-12 16:00:00,2026-06-23 06:00:00,2026-06-23 13:00:00,False,True,7466.25,7455.5,7472.5,7468.75,7472.5,7444.75,7447.25,7432.5,7466.5,7415.25,7465.25,False,False,7.0,261.0,1.264957264957265,0.7747747747747747,79,79,1,-1
LLPB,7481.75,2026-06-23 04:00:00,2026-06-23 05:00:00,2026-06-23 14:00:00,False,False,7481.75,7472.5,7488.0,7483.5,7488.0,7467.0,7468.75,7465.25,7491.0,7459.75,7464.75,False,False,9.0,10.0,0.9970326409495549,0.7023809523809523,93,93,0,-1
LLPB,7467.0,2026-06-23 05:00:00,2026-06-23 06:00:00,2026-06-23 14:00:00,False,False,7467.0,7466.5,7472.5,7468.75,7472.5,7444.75,7447.25,7465.25,7491.0,7459.75,7464.75,False,False,8.0,9.0,1.264957264957265,0.7747747747747747,81,81,0,-1
LLPB,7490.0,2026-06-17 20:00:00,2026-06-23 04:00:00,2026-06-23 14:00:00,False,False,7490.0,7488.0,7512.25,7509.0,7512.25,7481.75,7483.25,7465.25,7491.0,7459.75,7464.75,False,False,10.0,138.0,1.482381530984204,0.8442622950819673,78,78,0,-1
LLPB,7496.5,2026-06-23 03:00:00,2026-06-23 04:00:00,2026-06-24 15:00:00,False,False,7496.5,7494.25,7512.25,7509.0,7512.25,7481.75,7483.25,7493.75,7496.5,7474.5,7480.25,False,False,35.0,36.0,1.482381530984204,0.8442622950819673,78,78,0,-1
LHPB,7406.75,2026-06-11 09:00:00,2026-06-11 17:00:00,2026-06-24 19:00:00,False,True,7406.75,7407.75,7339.75,7353.0,7454.5,7339.75,7437.25,7415.5,7431.5,7404.25,7428.25,False,False,314.0,322.0,3.5266999615827888,0.7342047930283224,17,17,1,1
LHPB,7405.75,2026-06-11 10:00:00,2026-06-11 17:00:00,2026-06-24 19:00:00,False,False,7405.75,7407.75,7339.75,7353.0,7454.5,7339.75,7437.25,7415.5,7431.5,7404.25,7428.25,False,False,314.0,321.0,3.5266999615827888,0.7342047930283224,19,19,1,1
LLPB,7474.5,2026-06-24 15:00:00,2026-06-24 16:00:00,2026-06-24 20:00:00,False,False,7474.5,7461.25,7485.5,7480.25,7485.5,7450.75,7453.0,7428.25,7482.25,7421.25,7477.5,False,False,4.0,5.0,1.6343327454438565,0.7841726618705036,96,96,0,-1
LHPB,7461.25,2026-06-24 17:00:00,2026-06-24 20:00:00,2026-06-25 00:00:00,False,False,7461.25,7464.0,7421.25,7428.25,7482.25,7421.25,7477.5,7472.0,7473.0,7453.0,7454.5,False,False,4.0,7.0,2.359767891682785,0.8073770491803278,87,87,0,1
LHPB,7469.75,2026-06-25 04:00:00,2026-06-25 05:00:00,2026-06-25 13:00:00,False,False,7469.75,7471.0,7464.25,7464.25,7476.5,7464.25,7472.0,7487.0,7490.5,7390.5,7393.25,False,False,8.0,9.0,0.48109965635738833,0.6326530612244898,98,98,0,1
LHPB,7443.25,2026-06-24 18:00:00,2026-06-24 20:00:00,2026-06-25 13:00:00,False,False,7443.25,7452.25,7421.25,7428.25,7482.25,7421.25,7477.5,7487.0,7490.5,7390.5,7393.25,False,False,17.0,19.0,2.359767891682785,0.8073770491803278,75,75,0,1
LHPB,7431.5,2026-06-24 19:00:00,2026-06-24 20:00:00,2026-06-25 13:00:00,False,False,7431.5,7452.25,7421.25,7428.25,7482.25,7421.25,7477.5,7487.0,7490.5,7390.5,7393.25,False,False,17.0,18.0,2.359767891682785,0.8073770491803278,56,56,0,1
LHPB,7403.75,2026-06-11 14:00:00,2026-06-11 17:00:00,2026-06-25 13:00:00,False,True,7403.75,7404.25,7339.75,7353.0,7454.5,7339.75,7437.25,7487.0,7490.5,7390.5,7393.25,False,False,332.0,335.0,3.5266999615827888,0.7342047930283224,21,21,0,1
LHPB,7391.0,2026-06-11 16:00:00,2026-06-11 17:00:00,2026-06-25 13:00:00,False,False,7391.0,7404.25,7339.75,7353.0,7454.5,7339.75,7437.25,7487.0,7490.5,7390.5,7393.25,False,False,332.0,333.0,3.5266999615827888,0.7342047930283224,17,17,0,1
LLPB,7408.25,2026-06-25 18:00:00,2026-06-26 01:00:00,2026-06-26 06:00:00,False,True,7408.25,7401.5,7427.75,7421.75,7427.75,7395.0,7399.75,7372.25,7409.5,7369.0,7404.0,False,False,5.0,12.0,1.0581583198707594,0.6717557251908397,23,23,0,-1
