type,price,direction,formation_time,breakout_time,retest_time,touch_time_utc,entry_price,is_spike,is_swing,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,vol_spike_z_10s,same_side_vol_ratio_10s,momentum_pts_10s,trades_count_10s,upticks_10s,downticks_10s,cum_delta_10s,range_compression_10s,vol_spike_z_30s,same_side_vol_ratio_30s,momentum_pts_30s,trades_count_30s,upticks_30s,downticks_30s,cum_delta_30s,range_compression_30s,vol_spike_z_60s,same_side_vol_ratio_60s,momentum_pts_60s,trades_count_60s,upticks_60s,downticks_60s,cum_delta_60s,range_compression_60s,vol_spike_z_120s,same_side_vol_ratio_120s,momentum_pts_120s,trades_count_120s,upticks_120s,downticks_120s,cum_delta_120s,range_compression_120s,vol_spike_z_300s,same_side_vol_ratio_300s,momentum_pts_300s,trades_count_300s,upticks_300s,downticks_300s,cum_delta_300s,range_compression_300s,preconsolidation_secs_30s,mfe_5m,mae_before_peak_5m,time_to_peak_s_5m,mfe_15m,mae_before_peak_15m,time_to_peak_s_15m,mfe_30m,mae_before_peak_30m,time_to_peak_s_30m,mfe_60m,mae_before_peak_60m,time_to_peak_s_60m,quality_30m
LHPB,7625.75,1,2026-06-15 13:00:00,2026-06-15 14:00:00,2026-06-15 19:00:00,2026-06-15 19:29:33,7625.75,False,False,5.0,6.0,1.478102189781022,0.4567901234567901,34,34,0,2.908295771951164,0.65311004784689,-1.0,292.0,3,6,-128.0,1.1590909090909092,2.23756784527036,0.5639412997903563,-1.0,683.0,14,13,-122.0,1.1363636363636365,1.3382355157092396,0.5499650593990216,-0.75,1036.0,23,28,-143.0,1.0,0.8600111492995325,0.5317195325542571,-1.75,1734.0,46,50,-152.0,0.9318181818181819,0.16587677725118483,0.5239158756746697,-3.5,4120.0,113,131,-257.0,0.9977272727272728,30,2.75,2.5,247,2.75,2.5,247,5.75,3.0,1187,6.0,9.5,1859,2.75
LHPB,7629.0,1,2026-06-15 14:00:00,2026-06-15 15:00:00,2026-06-15 19:00:00,2026-06-15 19:04:44,7629.0,False,False,4.0,5.0,1.5579710144927534,0.9069767441860463,35,35,0,2.4085528295374705,0.5926640926640927,-0.75,350.0,4,5,-96.0,1.36986301369863,1.1435983763032531,0.5824175824175825,-1.25,596.0,11,14,-135.0,1.1187214611872147,0.5120422756021169,0.572972972972973,-1.5,981.0,22,29,-189.0,1.1529680365296804,0.05646651844059949,0.5498652291105122,-1.5,1751.0,47,56,-222.0,1.13013698630137,1.0201164637374271,0.5179016189290162,-1.5,4997.0,127,137,-230.0,1.1484018264840183,30,2.5,0.5,227,5.5,0.5,724,5.5,0.5,724,5.5,0.5,724,5.0
LLPB,7627.0,-1,2026-06-15 20:00:00,2026-06-15 22:00:00,2026-06-16 03:00:00,2026-06-16 03:35:39,7627.0,False,False,5.0,7.0,1.4285714285714286,0.4931506849315068,39,39,0,4.47699655083889,0.6666666666666666,-0.75,105.0,8,1,-36.0,2.196796338672769,2.705103299513474,0.7044025157232704,-1.75,151.0,16,4,-65.0,1.5102974828375286,2.8834432810861177,0.7442622950819672,-2.75,289.0,27,12,-149.0,1.4187643020594967,1.792871713303056,0.7156177156177156,-3.25,413.0,43,24,-185.0,1.2356979405034325,1.1136363636363635,0.6208476517754868,-4.5,835.0,98,66,-211.0,1.1578947368421053,16,2.25,0.25,155,3.5,0.75,698,6.0,0.75,1177,8.0,0.75,2610,5.25
LHPB,7605.75,1,2026-06-15 11:00:00,2026-06-15 13:00:00,2026-06-16 14:00:00,2026-06-16 14:31:29,7605.75,False,True,25.0,27.0,2.185792349726776,0.65,53,53,1,0.9900200764418386,0.6069699903194579,-1.25,804.0,2,8,-221.0,1.0993892282065518,0.8555360151205921,0.5401816911250874,-2.0,2303.0,13,17,-230.0,1.1882287617990006,0.2215290560802504,0.539695598519128,-3.75,3942.0,26,34,-386.0,1.0549694614103275,1.7271803713447567,0.5481927710843374,-7.25,8952.0,48,72,-1088.0,1.0549694614103275,1.3753665689149561,0.5453560565023543,-14.5,19273.0,116,180,-2177.0,1.0105496946141033,18,7.75,1.75,293,15.75,1.75,604,15.75,1.75,604,15.75,1.75,604,14.0
LHPB,7603.0,1,2026-06-15 12:00:00,2026-06-15 13:00:00,2026-06-16 15:00:00,2026-06-16 15:46:23,7603.0,False,False,26.0,27.0,2.185792349726776,0.65,48,48,0,0.8749642459802118,0.70817843866171,-1.75,431.0,3,7,-224.0,1.1297071129707112,0.6230548768882167,0.5788367203924317,-1.25,1162.0,13,16,-225.0,1.0320781032078103,2.0220856363877404,0.5703411333521285,-2.5,2770.0,23,36,-499.0,1.0460251046025104,0.9053226919356082,0.5425628049882523,-3.5,4438.0,48,70,-471.0,0.9972105997210599,1.041994750656168,0.5482118238585678,-8.0,10190.0,121,174,-1189.0,0.9958158995815899,25,5.0,4.0,274,14.75,4.0,897,19.5,4.0,1620,19.5,4.0,1620,15.5
LHPB,7582.5,1,2026-06-15 01:00:00,2026-06-15 02:00:00,2026-06-16 20:00:00,2026-06-16 20:01:17,7582.5,False,False,42.0,43.0,0.2827763496143959,0.8484848484848485,17,17,0,0.24642248759444274,0.7635451505016723,-0.75,1210.0,0,9,-1576.0,1.0648714810281519,-0.09242575146528621,0.7242892976588629,-2.75,2388.0,5,23,-2146.0,0.8935128518971848,-0.16909273866229924,0.6399904443382705,-2.0,5039.0,14,43,-2344.0,0.9914320685434518,2.0421382823737,0.5120167328341904,-4.25,37212.0,40,77,-1804.0,1.2851897184822523,1.0496040519355228,0.5115183083744148,-12.25,53091.0,123,173,-2229.0,1.0685434516523868,2,4.25,1.25,297,4.5,1.25,369,4.5,1.25,369,4.5,1.25,369,3.25
LLPB,7598.75,-1,2026-06-16 17:00:00,2026-06-16 19:00:00,2026-06-17 00:00:00,2026-06-17 00:03:33,7598.75,False,True,5.0,7.0,1.675392670157068,0.7,47,47,0,1.368267181268685,0.7288135593220338,-1.5,53.0,5,2,-27.0,1.5463917525773196,0.6245905610722448,0.6767676767676768,-1.75,83.0,9,8,-35.0,1.237113402061856,0.16648541009496665,0.5753424657534246,-1.25,127.0,13,17,-22.0,1.1855670103092786,0.39266450805624054,0.5591715976331361,-1.5,304.0,30,33,-40.0,1.3144329896907216,1.0298507462686568,0.542156862745098,-7.25,878.0,83,79,-86.0,1.4226804123711343,25,4.5,0.25,136,4.5,0.25,136,4.75,0.75,1193,4.75,0.75,1193,4.0
LLPB,7600.5,-1,2026-06-16 18:00:00,2026-06-16 19:00:00,2026-06-17 00:00:00,2026-06-17 00:37:31,7600.5,False,False,5.0,6.0,1.675392670157068,0.7,53,53,0,4.4048895446981495,0.8823529411764706,-1.0,51.0,6,1,-65.0,2.0820189274447953,1.976908071546543,0.8317757009345794,-0.75,73.0,9,4,-71.0,1.3249211356466877,0.8082837732668529,0.7593984962406015,-0.75,95.0,10,7,-69.0,0.9148264984227129,0.4847399917162635,0.6788990825688074,-1.25,162.0,19,15,-78.0,0.8990536277602523,-0.2916666666666667,0.605080831408776,-1.75,361.0,50,46,-91.0,0.8832807570977919,30,2.25,0.0,132,5.25,0.0,861,5.25,0.0,861,5.25,0.0,861,5.25
LHPB,7589.0,1,2026-06-16 20:00:00,2026-06-16 22:00:00,2026-06-17 10:00:00,2026-06-17 10:01:14,7589.0,False,False,12.0,14.0,1.3078470824949695,0.9384615384615383,35,35,0,2.215612295723758,0.7790697674418605,-1.0,78.0,0,6,-48.0,1.2857142857142856,1.6580754900213919,0.7470588235294118,-1.25,151.0,5,13,-84.0,0.9642857142857143,1.7556779051393916,0.6472491909385113,-2.0,272.0,11,22,-91.0,1.0535714285714286,0.6092501834367932,0.6345381526104418,-3.0,446.0,23,38,-134.0,0.9821428571428571,0.5,0.5633223684210527,-1.75,1110.0,71,92,-154.0,1.0035714285714286,30,1.5,-0.25,6,1.5,-0.25,6,5.25,3.75,1443,9.5,3.75,2991,1.5
LHPB,7572.5,1,2026-06-14 22:00:00,2026-06-15 00:00:00,2026-06-17 14:00:00,2026-06-17 14:47:19,7572.5,False,True,62.0,64.0,0.6636250518457072,0.5375,14,14,0,6.732850898429215,0.543171114599686,-11.5,6798.0,2,8,-660.0,3.9499455930359084,4.341179804773178,0.5419728806541766,-11.5,8579.0,12,18,-811.0,1.9912948857453752,2.8741202429426087,0.5378438407654195,-12.25,10301.0,24,35,-886.0,1.4961915125136016,1.7818976265706288,0.5269006259230606,-8.25,12516.0,54,62,-765.0,1.2023939064200218,1.4676171079429736,0.5138961719979025,-7.0,19812.0,147,145,-636.0,1.0500544069640914,3,9.5,12.25,240,12.0,12.25,324,12.0,12.25,324,18.0,12.25,3110,-0.25
LHPB,7566.5,1,2026-06-14 23:00:00,2026-06-15 00:00:00,2026-06-17 14:00:00,2026-06-17 14:47:28,7566.5,True,False,62.0,63.0,0.6636250518457072,0.5375,14,14,0,4.686782467606917,0.5598367346938775,-6.75,5196.0,4,6,-733.0,3.6535433070866143,4.689609978725458,0.5496480053637278,-19.0,13044.0,13,17,-1481.0,2.782152230971129,3.190862274230763,0.5508310081281087,-20.5,14373.0,22,37,-1676.0,1.8267716535433072,2.0792357063964233,0.5385093167701863,-15.5,16856.0,52,64,-1488.0,1.3700787401574803,1.3447568834212067,0.5254292076718626,-13.5,24046.0,146,146,-1416.0,1.0908136482939634,0,15.5,6.25,231,18.0,6.25,315,18.0,6.25,315,24.0,6.25,3101,11.75
LLPB,7603.25,-1,2026-06-17 07:00:00,2026-06-17 08:00:00,2026-06-17 14:00:00,2026-06-17 14:24:22,7603.25,False,False,6.0,7.0,1.346938775510204,0.3636363636363636,61,61,0,1.6042372857391884,0.5878084179970973,-1.5,535.0,5,5,-121.0,1.161290322580645,1.5880242837077474,0.6392156862745098,-4.75,1424.0,19,11,-497.0,0.9806451612903225,0.7856797610135364,0.617816091954023,-5.5,2296.0,39,20,-656.0,0.9419354838709676,-0.24712475023720792,0.5669503840564667,-5.75,4090.0,67,51,-645.0,0.9354838709677418,-0.7014652014652014,0.5474116267381471,-8.75,10322.0,159,133,-1132.0,0.9741935483870967,10,6.25,1.0,190,21.0,1.0,829,43.0,1.0,1396,43.0,1.0,1396,42.0
LLPB,7552.75,-1,2026-06-14 23:00:00,2026-06-17 18:00:00,2026-06-18 00:00:00,2026-06-18 00:06:24,7552.75,False,False,6.0,73.0,4.645849200304646,0.6229508196721312,35,35,0,0.5664828927392833,0.5238095238095238,-0.25,89.0,6,2,-5.0,1.2681638044914134,-0.0790917782453139,0.545,-1.25,175.0,13,10,-18.0,1.1360634081902246,0.1539916714804889,0.5096359743040685,-1.75,411.0,23,25,-9.0,1.1756935270805813,-0.38224152996824173,0.4933530280649926,-3.5,591.0,37,46,9.0,0.9973579920739761,1.2142857142857142,0.5186631944444444,-5.0,1928.0,118,113,-86.0,1.178335535006605,26,0.5,0.0,1,0.5,0.0,1,4.0,7.75,1224,4.75,7.75,2797,-3.75
LLPB,7560.5,-1,2026-06-17 14:00:00,2026-06-17 18:00:00,2026-06-18 00:00:00,2026-06-18 00:15:27,7560.5,False,True,6.0,10.0,4.645849200304646,0.6229508196721312,20,20,0,1.1796607054709265,0.6193548387096774,-1.25,127.0,4,5,-37.0,1.487603305785124,1.3316943021903425,0.5478260869565217,-1.5,376.0,13,15,-44.0,1.4049586776859504,0.37721042707904207,0.535,-1.75,487.0,23,24,-42.0,1.0537190082644627,-0.310739798789988,0.5327510917030568,-3.5,754.0,42,49,-60.0,0.9452479338842975,-0.7535714285714286,0.5185344827586207,-4.5,1910.0,104,122,-86.0,0.9710743801652892,30,6.5,0.0,276,11.75,0.0,681,11.75,0.0,681,12.5,0.0,2254,11.75
LHPB,7541.25,1,2026-06-17 23:00:00,2026-06-18 00:00:00,2026-06-18 04:00:00,2026-06-18 04:43:36,7541.25,False,False,4.0,5.0,0.9095890410958904,0.4457831325301205,29,29,0,2.9737002615859898,0.6825396825396826,-0.5,56.0,2,4,-23.0,1.9047619047619047,2.1650077295254477,0.6126126126126126,-1.0,95.0,5,10,-25.0,1.26984126984127,1.2097769771854963,0.6134969325153374,-1.25,136.0,11,17,-37.0,1.1375661375661377,-0.11455121974100864,0.5879629629629629,-1.0,183.0,21,28,-38.0,0.9391534391534392,1.8450704225352113,0.5355987055016181,-3.75,543.0,67,66,-44.0,1.1058201058201058,30,1.25,0.0,13,5.0,2.0,808,6.75,2.0,1296,9.5,2.0,2936,4.75
LLPB,7568.0,-1,2026-06-17 15:00:00,2026-06-17 18:00:00,2026-06-18 08:00:00,2026-06-18 08:09:47,7568.0,False,False,14.0,17.0,4.645849200304646,0.6229508196721312,16,16,1,-0.22055570980480735,0.8,-0.75,56.0,5,0,-36.0,0.646900269541779,-0.0584617145958066,0.5666666666666667,-1.5,207.0,11,8,-32.0,0.9703504043126685,-0.7235522678455923,0.556923076923077,-2.25,288.0,18,16,-37.0,0.7816711590296497,-0.5386393918469665,0.5164319248826291,-2.0,710.0,46,33,-28.0,0.9029649595687332,1.0717360114777619,0.582930200414651,-5.75,2216.0,105,94,-480.0,1.0188679245283019,23,3.75,0.25,291,11.75,0.25,861,13.25,0.25,1332,22.25,0.25,3119,13.0
LLPB,7568.5,-1,2026-06-17 17:00:00,2026-06-17 18:00:00,2026-06-18 13:00:00,2026-06-18 13:25:00,7568.5,False,False,19.0,20.0,4.645849200304646,0.6229508196721312,18,18,0,13.721286145077531,0.632569558101473,-3.25,937.0,4,6,-324.0,2.219730941704036,8.269423986616896,0.5531400966183575,-2.0,1321.0,9,18,-176.0,1.4349775784753365,8.46702885091913,0.5326751292900799,-1.75,1685.0,20,33,-139.0,1.2556053811659194,8.369616817023736,0.5331474597273854,-3.75,2541.0,52,52,-214.0,1.1603139013452917,231.0,0.49690352020860495,-5.5,4745.0,123,113,38.0,0.9843049327354261,13,0.25,1.0,1,27.25,13.25,726,33.0,13.25,1371,33.0,13.25,1371,19.75
LHPB,7527.75,1,2026-06-17 22:00:00,2026-06-17 23:00:00,2026-06-19 04:00:00,2026-06-19 04:47:03,7527.75,False,False,29.0,30.0,0.7674943566591422,0.9117647058823528,28,28,0,6.540220234225004,0.7123287671232876,-1.0,58.0,0,6,-31.0,2.053231939163498,5.168589781510736,0.7391304347826086,-2.25,114.0,3,13,-66.0,1.9011406844106464,4.188509346732718,0.710691823899371,-3.0,134.0,6,20,-67.0,1.520912547528517,3.922322702763681,0.6320754716981132,-3.25,178.0,15,32,-56.0,1.1977186311787071,2.3529411764705883,0.6121951219512195,-2.5,338.0,46,66,-92.0,1.049429657794677,15,2.5,0.5,125,2.5,0.5,125,2.5,0.5,125,2.5,0.5,125,2.0
LLPB,7556.0,-1,2026-06-19 00:00:00,2026-06-19 01:00:00,2026-06-19 07:00:00,2026-06-19 07:30:10,7556.0,False,False,6.0,7.0,0.7003891050583658,0.7777777777777778,46,46,0,24.43695244685052,0.7245392822502424,-3.5,781.0,6,4,-463.0,8.36734693877551,12.614366542281667,0.7411424439624006,-6.5,1025.0,18,5,-667.0,4.693877551020408,8.816068844993525,0.7390700902151284,-7.25,1072.0,27,9,-689.0,2.9931972789115644,5.776930832632914,0.7110552763819096,-6.5,1203.0,37,17,-672.0,1.989795918367347,4.112701252236136,0.692896174863388,-7.5,1415.0,69,37,-706.0,1.2653061224489797,0,7.75,-1.0,181,7.75,-1.0,181,7.75,-1.0,181,7.75,-1.0,181,8.75
LHPB,7539.5,1,2026-06-19 04:00:00,2026-06-19 06:00:00,2026-06-19 10:00:00,2026-06-19 10:36:21,7539.5,False,False,4.0,6.0,0.6804536357571714,0.7647058823529411,36,36,0,1.890620139570932,0.7130434782608696,-1.25,89.0,2,4,-49.0,1.7889908256880733,1.450281567720617,0.6528925619834711,-4.25,181.0,8,13,-74.0,1.8807339449541285,0.46123191068868846,0.5766666666666667,-4.25,232.0,15,14,-46.0,1.2155963302752293,-0.329482508643148,0.5256410256410257,-3.5,313.0,30,22,-20.0,0.9403669724770642,-0.8282828282828283,0.4613733905579399,-4.25,764.0,67,57,72.0,0.9036697247706421,14,2.5,2.0,70,6.75,2.0,644,8.0,2.0,989,8.0,2.0,989,6.0
LHPB,7546.0,1,2026-06-19 11:00:00,2026-06-19 12:00:00,2026-06-21 22:00:00,2026-06-21 22:00:01,7546.0,True,False,58.0,59.0,1.9463087248322144,0.5,49,49,0,11.885064036994848,0.6359338061465721,-9.0,257.0,1,1,-115.0,192.85714285714286,6.828246479020175,0.6359338061465721,-9.0,257.0,1,1,-115.0,64.28571428571428,4.793939393939394,0.6359338061465721,-9.0,257.0,1,1,-115.0,32.14285714285714,3.3454545454545452,0.6359338061465721,-9.0,257.0,1,1,-115.0,16.07142857142857,2.076363636363636,0.6359338061465721,-9.0,257.0,1,1,-115.0,6.428571428571428,1,3.5,6.25,169,4.0,6.25,405,4.0,6.25,405,4.0,6.25,405,-2.25
LHPB,7531.75,1,2026-06-19 05:00:00,2026-06-19 06:00:00,2026-06-21 22:00:00,2026-06-21 22:12:16,7531.75,False,False,64.0,65.0,0.6804536357571714,0.7647058823529411,28,28,0,1.828479436964498,0.8625,-4.0,113.0,1,7,-116.0,1.4744801512287335,0.39804619166551297,0.7831858407079646,-6.0,169.0,8,12,-128.0,0.9829867674858223,-0.1415226728782413,0.6375404530744336,-5.5,237.0,24,14,-85.0,0.8601134215500944,-0.06769538456801558,0.5581039755351682,-6.25,517.0,45,37,-76.0,0.9688090737240075,1.132882882882883,0.5691609977324263,-16.75,1784.0,105,100,-305.0,1.0170132325141776,2,3.0,3.75,169,11.75,5.75,837,11.75,5.75,837,12.0,5.75,2206,6.0
LHPB,7515.25,1,2026-06-17 20:00:00,2026-06-17 22:00:00,2026-06-21 23:00:00,2026-06-21 23:48:50,7515.25,False,False,97.0,99.0,1.091753774680604,0.5531914893617021,61,61,0,4.347473111936029,0.8429752066115702,-1.25,98.0,1,4,-83.0,1.2406015037593985,2.3258707749821275,0.751269035532995,-2.0,150.0,5,12,-99.0,1.1278195488721805,1.2942410889428289,0.7222222222222222,-2.5,204.0,14,21,-112.0,1.0338345864661653,0.4086677812141397,0.6781609195402298,-3.25,288.0,32,39,-124.0,1.080827067669173,-0.1799163179916318,0.5949008498583569,-4.75,618.0,81,76,-134.0,0.9962406015037593,24,1.75,0.75,85,14.5,2.25,869,24.75,2.25,1794,30.5,2.25,3415,22.5
LLPB,7558.5,-1,2026-06-19 15:00:00,2026-06-19 16:00:00,2026-06-22 06:00:00,2026-06-22 06:25:37,7558.5,False,False,62.0,63.0,0.9674418604651164,0.5769230769230769,48,48,0,0.2796526162287343,0.59375,-0.5,57.0,5,0,-12.0,1.2134831460674158,0.6470641866243408,0.5,-0.5,204.0,14,8,-0.0,1.6179775280898876,1.1402613081457837,0.46092184368737477,-1.25,430.0,21,19,39.0,1.7303370786516854,1.5863593936656442,0.575356415478615,-4.75,836.0,38,27,-148.0,1.3932584269662922,-0.6436363636363637,0.5594573024740622,-4.25,1081.0,77,53,-149.0,0.9797752808988763,30,2.25,2.0,288,4.0,2.0,340,4.0,2.0,340,4.0,2.0,340,2.0
LLPB,7548.75,-1,2026-06-22 01:00:00,2026-06-22 02:00:00,2026-06-22 06:00:00,2026-06-22 06:03:02,7548.75,True,False,4.0,5.0,0.8918249380677127,0.8333333333333334,54,54,0,4.218668144975989,0.8064516129032258,-0.75,194.0,4,1,-380.0,1.5831134564643798,2.5510309278615546,0.7442489851150202,-1.0,288.0,11,4,-361.0,1.3192612137203166,4.466090171256206,0.8190426091530774,-1.0,685.0,19,13,-1213.0,1.4248021108179418,3.0410746319771502,0.7921027592768791,-1.5,868.0,36,27,-1228.0,1.3192612137203166,1.7879213483146068,0.7463965718737826,-2.25,1276.0,80,70,-1265.0,1.2559366754617414,30,2.0,0.5,58,2.0,0.5,58,2.0,0.5,58,2.0,0.5,58,1.5
LHPB,7542.25,1,2026-06-22 03:00:00,2026-06-22 05:00:00,2026-06-22 14:00:00,2026-06-22 14:44:03,7542.25,False,False,9.0,11.0,0.9144792548687554,0.8518518518518519,48,48,0,0.8504327542939663,0.563,-2.5,861.0,3,6,-126.0,1.0517529215358932,1.4875615362176395,0.5415866922584773,-4.25,2609.0,10,19,-260.0,1.0350584307178632,1.1699718368636465,0.5556128588619563,-5.25,4763.0,20,39,-647.0,1.0308848080133555,-0.14912624746761247,0.53623818320113,-4.5,7652.0,46,72,-667.0,0.9849749582637729,-0.9616724738675958,0.5133781527771512,-6.0,18319.0,135,160,-593.0,0.994991652754591,15,7.0,2.25,180,7.0,2.25,180,8.0,15.25,1033,15.75,15.25,3522,-7.25
LHPB,7536.5,1,2026-06-22 04:00:00,2026-06-22 05:00:00,2026-06-22 14:00:00,2026-06-22 14:54:15,7536.5,False,False,9.0,10.0,0.9144792548687554,0.8518518518518519,44,44,0,2.742927853515053,0.571156289707751,-2.5,1190.0,7,3,-224.0,1.0064516129032257,0.6754325690490921,0.5209084354722423,-3.0,2186.0,20,10,-116.0,0.9118279569892472,-0.5585833917689969,0.5066273932253313,-5.0,3304.0,32,26,-54.0,0.8903225806451613,-0.9109524424379677,0.48761776581426647,-1.75,6157.0,66,49,184.0,0.8989247311827957,-0.7818995842660698,0.5108958837772397,-6.25,16560.0,148,140,-432.0,0.9462365591397849,0,8.25,9.5,300,13.75,9.5,421,13.75,9.5,421,22.75,9.5,3073,4.25
LHPB,7550.75,1,2026-06-22 02:00:00,2026-06-22 06:00:00,2026-06-22 14:00:00,2026-06-22 14:31:51,7550.75,False,False,8.0,12.0,1.113881961762261,0.9104477611940298,64,64,0,1.9758515060685373,0.5835380835380836,-2.75,1240.0,2,8,-272.0,1.1977715877437325,0.7394034158872256,0.5521865889212828,-6.25,2684.0,10,20,-358.0,1.104921077065924,1.0119921339916071,0.5090403337969402,-2.75,5559.0,28,31,-130.0,1.1095636025998143,1.6929227480825304,0.5217898355020869,-10.5,12666.0,58,61,-710.0,1.1583101207056639,1.048036224037799,0.5157400393879715,-22.25,26135.0,140,154,-1039.0,1.0659238625812442,6,5.5,4.75,235,5.5,4.75,235,5.5,4.75,235,5.5,4.75,235,0.75
LHPB,7547.5,1,2026-06-22 05:00:00,2026-06-22 06:00:00,2026-06-22 14:00:00,2026-06-22 14:32:50,7547.5,False,False,8.0,9.0,1.113881961762261,0.9104477611940298,55,55,0,0.843667793333804,0.6038167938931298,-1.75,1050.0,6,4,-272.0,1.2069736253911487,0.2555960279605286,0.5262830482115085,-3.0,2586.0,18,12,-169.0,1.1443898077782744,1.1927093427433824,0.5560272738968224,-3.75,6083.0,33,27,-871.0,1.1756817165847118,1.3066965220382758,0.5286860378884919,-7.0,11532.0,62,57,-851.0,1.122038444345105,1.032520325203252,0.520655188352207,-19.75,27291.0,147,148,-1430.0,1.070183281180152,15,8.75,1.5,176,8.75,1.5,176,8.75,1.5,176,8.75,1.5,176,7.25
LLPB,7466.25,-1,2026-06-12 16:00:00,2026-06-23 06:00:00,2026-06-23 13:00:00,2026-06-23 13:59:21,7466.25,False,True,7.0,261.0,1.264957264957265,0.7747747747747747,79,79,1,1.2382293520313297,0.607905138339921,-3.25,1027.0,7,3,-273.0,1.0989010989010988,-0.5583441602832054,0.5419354838709678,-2.75,2195.0,18,12,-221.0,1.0439560439560438,-1.1228077371128613,0.5310911224090731,-1.75,4278.0,33,25,-318.0,0.9798534798534799,-0.7140651784805573,0.52319309600863,-2.0,9300.0,66,52,-516.0,1.0096153846153846,1.6896551724137931,0.5105962229326654,-1.25,25216.0,151,145,-643.0,0.9972527472527472,1,3.75,-0.5,8,3.75,-0.5,8,3.75,-0.5,8,6.5,25.0,3373,4.25
LLPB,7481.75,-1,2026-06-23 04:00:00,2026-06-23 05:00:00,2026-06-23 14:00:00,2026-06-23 14:10:03,7481.75,False,False,9.0,10.0,0.9970326409495548,0.7023809523809523,93,93,0,2.375897524494661,0.6359832635983264,-2.75,1275.0,4,6,-455.0,1.1143695014662756,0.8125727242071865,0.5377330571174904,-1.75,2704.0,10,20,-255.0,0.9970674486803518,0.6924052301624777,0.567584480600751,-10.0,5278.0,28,32,-864.0,1.0117302052785924,0.2719562070096485,0.5302862024775736,-8.25,9938.0,56,64,-709.0,1.0361681329423265,-0.794678924641315,0.509284138760778,-6.25,21129.0,138,159,-463.0,0.992179863147605,9,5.5,3.5,89,5.5,3.5,89,12.0,9.5,1791,31.25,9.5,3429,2.5
LLPB,7467.0,-1,2026-06-23 05:00:00,2026-06-23 06:00:00,2026-06-23 14:00:00,2026-06-23 14:00:17,7467.0,False,False,8.0,9.0,1.264957264957265,0.7747747747747747,81,81,0,0.22265254855935085,0.6286286286286287,-3.0,829.0,6,4,-257.0,1.1111111111111112,0.3647772226432645,0.5149621834922723,-2.75,2555.0,17,12,-91.0,1.1203703703703702,-0.5150192381120199,0.5217229855180097,-4.0,4560.0,35,24,-234.0,1.0555555555555556,-1.2212593616728646,0.5178624443344879,-4.5,8554.0,67,50,-361.0,1.0138888888888888,1.4877479579929989,0.5229934402582683,-10.0,24417.0,159,137,-1339.0,1.027777777777778,21,2.5,0.75,22,2.5,0.75,22,2.5,0.75,22,7.25,24.25,3317,1.75
LLPB,7490.0,-1,2026-06-17 20:00:00,2026-06-23 04:00:00,2026-06-23 14:00:00,2026-06-23 14:20:11,7490.0,False,False,10.0,138.0,1.482381530984204,0.8442622950819673,78,78,0,3.2099612761492047,0.6412849494348603,-2.0,1364.0,8,2,-475.0,1.1183879093198994,1.147460602625622,0.5643070787637089,-2.75,2466.0,17,13,-387.0,0.9672544080604535,0.16940688107339033,0.5587805387346001,-7.5,3993.0,30,30,-563.0,0.9420654911838792,-0.7786980779293387,0.5215814290895902,-6.5,6928.0,58,61,-357.0,0.9017632241813602,-0.9824738793394001,0.5142475716982,-7.25,18491.0,145,153,-619.0,0.9773299748110832,8,10.5,1.25,165,17.75,1.25,737,28.75,1.25,1654,44.5,1.25,3528,27.5
LLPB,7496.5,-1,2026-06-23 03:00:00,2026-06-23 04:00:00,2026-06-24 15:00:00,2026-06-24 15:01:30,7496.5,False,False,35.0,36.0,1.482381530984204,0.8442622950819673,78,78,0,0.26404459250258777,0.47820343461030385,-0.75,632.0,5,5,33.0,0.9550881182490051,1.0204968864659596,0.5522117476432197,-3.75,2230.0,18,12,-288.0,1.114269471290506,0.810574532318599,0.5165089785672909,-4.25,4122.0,37,22,-171.0,1.0289937464468448,1.9973706301983234,0.5207182320441989,-5.75,10146.0,66,52,-540.0,1.083001705514497,1.0236782354849172,0.5305651672433679,-13.5,18731.0,166,129,-1431.0,1.008527572484366,19,9.5,0.25,289,20.25,0.25,721,20.25,0.25,721,22.0,0.25,2737,20.0
LHPB,7406.75,1,2026-06-11 09:00:00,2026-06-11 17:00:00,2026-06-24 19:00:00,2026-06-24 19:07:05,7406.75,False,True,314.0,322.0,3.5266999615827888,0.7342047930283224,17,17,1,3.2842038956406325,0.6519198664440734,-4.0,878.0,2,8,-364.0,1.2655489453758788,0.8297842683484827,0.6138132295719845,-5.75,1576.0,9,21,-468.0,1.005949161709032,0.08321822008116962,0.5797304884896126,-9.5,2806.0,20,39,-568.0,1.0546241211465657,0.598200157240312,0.5542462413652987,-14.25,5984.0,45,73,-801.0,1.0600324499729583,1.6381909547738693,0.5008496409581757,-5.0,14773.0,143,152,-31.0,1.0416441319632235,3,6.0,2.25,170,6.75,2.75,464,13.0,2.75,1095,57.75,2.75,3545,10.25
